"Data","Adres IP","U¿ytkownik/Us³uga","Komunikat"
"Mar 28 08:39:43","221.194.44.231","22497"," Disconnected from 221.194.44.231 port 35856 [preauth]"
"Mar 28 08:50:09","221.194.44.195","22499"," Received disconnect from 221.194.44.195 port 45039:11:  [preauth]"
"Mar 28 08:50:09","221.194.44.195","22499"," Disconnected from 221.194.44.195 port 45039 [preauth]"
"Mar 28 08:51:42","221.194.47.224","22501"," Received disconnect from 221.194.47.224 port 34632:11:  [preauth]"
"Mar 28 08:51:42","221.194.47.224","22501"," Disconnected from 221.194.47.224 port 34632 [preauth]"
"Mar 28 08:52:19","218.65.30.61","22503"," Received disconnect from 218.65.30.61 port 43083:11:  [preauth]"
"Mar 28 08:52:19","218.65.30.61","22503"," Disconnected from 218.65.30.61 port 43083 [preauth]"
"Mar 28 08:54:24","119.249.54.71","22505"," Received disconnect from 119.249.54.71 port 34739:11:  [preauth]"
"Mar 28 08:54:24","119.249.54.71","22505"," Disconnected from 119.249.54.71 port 34739 [preauth]"
"Mar 28 08:55:57","94.177.177.106","22518"," Received disconnect from 94.177.177.106 port 46454:11: Bye Bye [preauth]"
"Mar 28 08:55:57","94.177.177.106","22518"," Disconnected from 94.177.177.106 port 46454 [preauth]"
"Mar 28 08:56:45","121.18.238.109","22520"," Received disconnect from 121.18.238.109 port 33767:11:  [preauth]"
"Mar 28 08:56:45","121.18.238.109","22520"," Disconnected from 121.18.238.109 port 33767 [preauth]"
"Mar 28 09:03:37","221.194.47.208","22522"," Received disconnect from 221.194.47.208 port 54118:11:  [preauth]"
"Mar 28 09:03:37","221.194.47.208","22522"," Disconnected from 221.194.47.208 port 54118 [preauth]"
"Mar 28 09:03:54","221.194.47.224","22524"," Received disconnect from 221.194.47.224 port 57205:11:  [preauth]"
"Mar 28 09:03:54","221.194.47.224","22524"," Disconnected from 221.194.47.224 port 57205 [preauth]"
"Mar 28 09:10:38","119.249.54.71","22526"," Received disconnect from 119.249.54.71 port 36652:11:  [preauth]"
"Mar 28 09:10:38","119.249.54.71","22526"," Disconnected from 119.249.54.71 port 36652 [preauth]"
"Mar 28 09:16:03","5.74.204.136","22528"," Invalid user sybase from 5.74.204.136"
"Mar 28 09:16:04","5.74.204.136","22528"," error: maximum authentication attempts exceeded for invalid user sybase from 5.74.204.136 port 47450 ssh2 [preauth]"
"Mar 28 09:16:11","5.74.204.136","22530"," Invalid user admin from 5.74.204.136"
"Mar 28 09:16:13","5.74.204.136","22530"," error: maximum authentication attempts exceeded for invalid user admin from 5.74.204.136 port 47470 ssh2 [preauth]"
"Mar 28 09:18:15","110.232.143.106","22535"," Received disconnect from 110.232.143.106 port 39044:11: Bye Bye [preauth]"
"Mar 28 09:18:15","110.232.143.106","22535"," Disconnected from 110.232.143.106 port 39044 [preauth]"
"Mar 28 09:19:50","221.194.44.195","22537"," Received disconnect from 221.194.44.195 port 46028:11:  [preauth]"
"Mar 28 09:19:50","221.194.44.195","22537"," Disconnected from 221.194.44.195 port 46028 [preauth]"
"Mar 28 09:20:46","186.133.159.181","22539"," Invalid user admin1 from 186.133.159.181"
"Mar 28 09:20:48","186.133.159.181","22539"," error: maximum authentication attempts exceeded for invalid user admin1 from 186.133.159.181 port 59070 ssh2 [preauth]"
"Mar 28 09:20:50","186.133.159.181","22541"," error: maximum authentication attempts exceeded for root from 186.133.159.181 port 59076 ssh2 [preauth]"
"Mar 28 09:20:54","186.133.159.181","22543"," error: maximum authentication attempts exceeded for root from 186.133.159.181 port 59089 ssh2 [preauth]"
"Mar 28 09:21:00","186.133.159.181","22545"," Invalid user newadmin from 186.133.159.181"
"Mar 28 09:21:02","186.133.159.181","22545"," error: maximum authentication attempts exceeded for invalid user newadmin from 186.133.159.181 port 59116 ssh2 [preauth]"
"Mar 28 09:21:18","186.133.159.181","22547"," error: maximum authentication attempts exceeded for www-data from 186.133.159.181 port 59221 ssh2 [preauth]"
"Mar 28 09:24:03","218.60.136.106","22560"," error: maximum authentication attempts exceeded for root from 218.60.136.106 port 56197 ssh2 [preauth]"
"Mar 28 09:26:54","119.249.54.71","22562"," Received disconnect from 119.249.54.71 port 53709:11:  [preauth]"
"Mar 28 09:26:54","119.249.54.71","22562"," Disconnected from 119.249.54.71 port 53709 [preauth]"
"Mar 28 09:32:30","58.19.145.242","22564"," error: maximum authentication attempts exceeded for root from 58.19.145.242 port 52991 ssh2 [preauth]"
"Mar 28 09:34:38","117.192.138.116","22566"," error: maximum authentication attempts exceeded for root from 117.192.138.116 port 57298 ssh2 [preauth]"
"Mar 28 09:52:50","112.237.146.110","22579"," Invalid user test from 112.237.146.110"
"Mar 28 09:52:53","112.237.146.110","22579"," error: maximum authentication attempts exceeded for invalid user test from 112.237.146.110 port 42936 ssh2 [preauth]"
"Mar 28 10:04:15","179.37.3.130","22581"," Invalid user admin from 179.37.3.130"
"Mar 28 10:04:17","179.37.3.130","22581"," error: maximum authentication attempts exceeded for invalid user admin from 179.37.3.130 port 57639 ssh2 [preauth]"
"Mar 28 10:23:57","85.245.107.41","22597"," Accepted publickey for ubuntu from 85.245.107.41 port 53514 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 10:24:45","121.18.238.98","22678"," Received disconnect from 121.18.238.98 port 57963:11:  [preauth]"
"Mar 28 10:24:45","121.18.238.98","22678"," Disconnected from 121.18.238.98 port 57963 [preauth]"
"Mar 28 10:32:01","217.100.114.122","22680"," Invalid user deployer from 217.100.114.122"
"Mar 28 10:32:01","217.100.114.122","22680"," error: maximum authentication attempts exceeded for invalid user deployer from 217.100.114.122 port 37795 ssh2 [preauth]"
"Mar 28 10:33:30","85.245.107.41","22658"," Received disconnect from 85.245.107.41 port 53514:11: disconnected by user"
"Mar 28 10:33:30","85.245.107.41","22658"," Disconnected from 85.245.107.41 port 53514"
"Mar 28 10:43:16","221.194.47.249","22704"," Received disconnect from 221.194.47.249 port 42630:11:  [preauth]"
"Mar 28 10:43:16","221.194.47.249","22704"," Disconnected from 221.194.47.249 port 42630 [preauth]"
"Mar 28 10:52:44","169.45.249.204","22706"," Received disconnect from 169.45.249.204 port 37206:11: Bye Bye [preauth]"
"Mar 28 10:52:44","169.45.249.204","22706"," Disconnected from 169.45.249.204 port 37206 [preauth]"
"Mar 28 10:59:41","118.212.135.3","22708"," Received disconnect from 118.212.135.3 port 57233:11:  [preauth]"
"Mar 28 10:59:41","118.212.135.3","22708"," Disconnected from 118.212.135.3 port 57233 [preauth]"
"Mar 28 11:02:16","85.245.107.41","22710"," Accepted publickey for ubuntu from 85.245.107.41 port 54168 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 11:19:47","121.18.238.98","23039"," Received disconnect from 121.18.238.98 port 58026:11:  [preauth]"
"Mar 28 11:19:47","121.18.238.98","23039"," Disconnected from 121.18.238.98 port 58026 [preauth]"
"Mar 28 11:27:40","85.245.107.41","22749"," Received disconnect from 85.245.107.41 port 54168:11: disconnected by user"
"Mar 28 11:27:40","85.245.107.41","22749"," Disconnected from 85.245.107.41 port 54168"
"Mar 28 11:29:11","39.71.33.50","23096"," Invalid user cloud from 39.71.33.50"
"Mar 28 11:29:13","39.71.33.50","23096"," error: maximum authentication attempts exceeded for invalid user cloud from 39.71.33.50 port 46515 ssh2 [preauth]"
"Mar 28 11:38:07","221.194.44.195","23109"," Received disconnect from 221.194.44.195 port 37511:11:  [preauth]"
"Mar 28 11:38:07","221.194.44.195","23109"," Disconnected from 221.194.44.195 port 37511 [preauth]"
"Mar 28 11:44:57","121.18.238.114","23111"," Received disconnect from 121.18.238.114 port 34885:11:  [preauth]"
"Mar 28 11:44:57","121.18.238.114","23111"," Disconnected from 121.18.238.114 port 34885 [preauth]"
"Mar 28 11:46:35","221.194.47.224","23113"," Received disconnect from 221.194.47.224 port 49233:11:  [preauth]"
"Mar 28 11:46:35","221.194.47.224","23113"," Disconnected from 221.194.47.224 port 49233 [preauth]"
"Mar 28 11:48:31","115.211.146.244","23115"," error: maximum authentication attempts exceeded for root from 115.211.146.244 port 46004 ssh2 [preauth]"
"Mar 28 11:53:24","221.122.101.203","23117"," error: maximum authentication attempts exceeded for root from 221.122.101.203 port 41541 ssh2 [preauth]"
"Mar 28 11:55:30","190.97.81.95","23130"," Invalid user admin from 190.97.81.95"
"Mar 28 11:55:31","190.97.81.95","23130"," error: maximum authentication attempts exceeded for invalid user admin from 190.97.81.95 port 57607 ssh2 [preauth]"
"Mar 28 12:01:35","85.245.107.41","23132"," Accepted publickey for ubuntu from 85.245.107.41 port 54982 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 12:01:38","85.245.107.41","23193"," Received disconnect from 85.245.107.41 port 54982:11: disconnected by user"
"Mar 28 12:01:38","85.245.107.41","23193"," Disconnected from 85.245.107.41 port 54982"
"Mar 28 12:01:46","85.245.107.41","23219"," Accepted publickey for ubuntu from 85.245.107.41 port 54983 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 12:02:19","85.245.107.41","23258"," Received disconnect from 85.245.107.41 port 54983:11: disconnected by user"
"Mar 28 12:02:19","85.245.107.41","23258"," Disconnected from 85.245.107.41 port 54983"
"Mar 28 12:03:14","85.245.107.41","23289"," Accepted publickey for ubuntu from 85.245.107.41 port 54988 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 12:03:14","85.245.107.41","23328"," Received disconnect from 85.245.107.41 port 54988:11: disconnected by user"
"Mar 28 12:03:14","85.245.107.41","23328"," Disconnected from 85.245.107.41 port 54988"
"Mar 28 12:03:17","85.245.107.41","23338"," Accepted publickey for ubuntu from 85.245.107.41 port 54989 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 12:10:01","113.124.141.181","28990"," error: maximum authentication attempts exceeded for root from 113.124.141.181 port 39128 ssh2 [preauth]"
"Mar 28 14:09:41","85.245.107.41","23377"," Received disconnect from 85.245.107.41 port 54989:11: disconnected by user"
"Mar 28 14:09:41","85.245.107.41","23377"," Disconnected from 85.245.107.41 port 54989"
"Mar 28 14:09:55","85.245.107.41","29069"," Accepted publickey for ubuntu from 85.245.107.41 port 55779 ssh2: RSA SHA256:Kl8kPGZrTiz7g4FO1hyqHdsSBBb5Fge6NWOobN03XJg"
"Mar 28 14:31:32","121.18.238.104","29192"," Received disconnect from 121.18.238.104 port 59360:11:  [preauth]"
"Mar 28 14:31:32","121.18.238.104","29192"," Disconnected from 121.18.238.104 port 59360 [preauth]"
"Mar 28 14:32:48","121.18.238.114","29194"," Received disconnect from 121.18.238.114 port 37548:11:  [preauth]"
"Mar 28 14:32:48","121.18.238.114","29194"," Disconnected from 121.18.238.114 port 37548 [preauth]"
"Mar 28 14:41:07","221.194.47.208","29207"," Received disconnect from 221.194.47.208 port 34248:11:  [preauth]"
"Mar 28 14:41:07","221.194.47.208","29207"," Disconnected from 221.194.47.208 port 34248 [preauth]"
"Mar 28 14:47:48","71.6.135.131","29211"," Connection closed by 71.6.135.131 port 52545 [preauth]"
"Mar 28 14:47:50","71.6.135.131","29209"," Connection closed by 71.6.135.131 port 52423 [preauth]"
"Mar 28 14:48:27","5.141.40.99","29213"," Invalid user admin from 5.141.40.99"
"Mar 28 14:48:28","5.141.40.99","29213"," error: maximum authentication attempts exceeded for invalid user admin from 5.141.40.99 port 58941 ssh2 [preauth]"
"Mar 28 15:05:02","221.194.44.211","29215"," Received disconnect from 221.194.44.211 port 58296:11:  [preauth]"
"Mar 28 15:05:02","221.194.44.211","29215"," Disconnected from 221.194.44.211 port 58296 [preauth]"
"Mar 28 15:36:45","185.140.248.171","29242"," Received disconnect from 185.140.248.171 port 43404:11: Bye Bye [preauth]"
"Mar 28 15:36:45","185.140.248.171","29242"," Disconnected from 185.140.248.171 port 43404 [preauth]"
"Mar 28 15:45:18","121.18.238.104","29244"," Received disconnect from 121.18.238.104 port 48159:11:  [preauth]"
"Mar 28 15:45:18","121.18.238.104","29244"," Disconnected from 121.18.238.104 port 48159 [preauth]"
"Mar 28 16:22:59","143.208.24.234","29260"," error: maximum authentication attempts exceeded for root from 143.208.24.234 port 43420 ssh2 [preauth]"
"Mar 28 16:25:04","115.58.179.206","29262"," Invalid user temp from 115.58.179.206"
"Mar 28 16:25:08","115.58.179.206","29262"," error: maximum authentication attempts exceeded for invalid user temp from 115.58.179.206 port 45883 ssh2 [preauth]"
"Mar 28 17:13:05","201.178.186.182","29286"," Invalid user admin from 201.178.186.182"
"Mar 28 17:13:06","201.178.186.182","29286"," error: maximum authentication attempts exceeded for invalid user admin from 201.178.186.182 port 57564 ssh2 [preauth]"
"Mar 28 17:25:23","116.7.243.198","29302"," fatal: Unable to negotiate with 116.7.243.198 port 21303: no matching key exchange method found. Their offer: diffie-hellman-group1-sha1 [preauth]"
"Mar 28 17:25:26","116.7.243.198","29304"," Did not receive identification string from 116.7.243.198"
"Mar 28 17:37:43","178.63.69.201","29305"," Did not receive identification string from 178.63.69.201"
"Mar 28 17:59:00","123.96.41.232","29317"," error: maximum authentication attempts exceeded for root from 123.96.41.232 port 39083 ssh2 [preauth]"
"Mar 28 18:05:43","91.197.232.109","29319"," Invalid user 0 from 91.197.232.109"
"Mar 28 18:05:43","91.197.232.109","29319"," Connection closed by 91.197.232.109 port 44563 [preauth]"
"Mar 28 18:05:43","91.197.232.109","29321"," Invalid user 0000 from 91.197.232.109"
"Mar 28 18:05:43","91.197.232.109","29321"," Connection closed by 91.197.232.109 port 55032 [preauth]"
"Mar 28 18:05:44","91.197.232.109","29323"," Invalid user 010101 from 91.197.232.109"
"Mar 28 18:05:44","91.197.232.109","29323"," Connection closed by 91.197.232.109 port 58345 [preauth]"
"Mar 28 18:05:46","91.197.232.109","29325"," Invalid user 1111 from 91.197.232.109"
"Mar 28 18:05:46","91.197.232.109","29325"," Connection closed by 91.197.232.109 port 33754 [preauth]"
"Mar 28 18:05:47","91.197.232.109","29327"," Connection closed by 91.197.232.109 port 49477 [preauth]"
"Mar 28 18:05:49","91.197.232.109","29329"," Invalid user 1234 from 91.197.232.109"
"Mar 28 18:05:49","91.197.232.109","29329"," Connection closed by 91.197.232.109 port 55010 [preauth]"
"Mar 28 18:05:55","91.197.232.109","29331"," Invalid user admin from 91.197.232.109"
"Mar 28 18:05:56","91.197.232.109","29331"," Connection closed by 91.197.232.109 port 37111 [preauth]"
"Mar 28 18:05:56","91.197.232.109","29333"," Invalid user admin from 91.197.232.109"
"Mar 28 18:05:57","91.197.232.109","29333"," Connection closed by 91.197.232.109 port 56766 [preauth]"
"Mar 28 18:05:58","91.197.232.109","29335"," Invalid user admin from 91.197.232.109"
"Mar 28 18:05:59","91.197.232.109","29335"," Connection closed by 91.197.232.109 port 51548 [preauth]"
"Mar 28 18:05:59","91.197.232.109","29337"," Invalid user admin from 91.197.232.109"
"Mar 28 18:06:01","91.197.232.109","29337"," Connection closed by 91.197.232.109 port 55276 [preauth]"
"Mar 28 18:06:03","91.197.232.109","29339"," Invalid user admin from 91.197.232.109"
"Mar 28 18:06:04","91.197.232.109","29339"," Connection closed by 91.197.232.109 port 49657 [preauth]"
"Mar 28 18:06:06","91.197.232.109","29341"," Connection closed by 91.197.232.109 port 34433 [preauth]"
"Mar 28 18:06:07","91.197.232.109","29343"," Invalid user api from 91.197.232.109"
"Mar 28 18:06:07","91.197.232.109","29343"," Connection closed by 91.197.232.109 port 36373 [preauth]"
"Mar 28 18:06:08","91.197.232.109","29345"," Invalid user dbadmin from 91.197.232.109"
"Mar 28 18:06:08","91.197.232.109","29345"," Connection closed by 91.197.232.109 port 53486 [preauth]"
"Mar 28 18:06:08","91.197.232.109","29347"," Invalid user default from 91.197.232.109"
"Mar 28 18:06:08","91.197.232.109","29347"," Connection closed by 91.197.232.109 port 55542 [preauth]"
"Mar 28 18:06:10","91.197.232.109","29349"," Invalid user ftp from 91.197.232.109"
"Mar 28 18:06:10","91.197.232.109","29349"," Connection closed by 91.197.232.109 port 58003 [preauth]"
"Mar 28 18:06:11","91.197.232.109","29351"," Invalid user ftp from 91.197.232.109"
"Mar 28 18:06:11","91.197.232.109","29351"," Connection closed by 91.197.232.109 port 53029 [preauth]"
"Mar 28 18:06:13","91.197.232.109","29353"," Invalid user ftpuser from 91.197.232.109"
"Mar 28 18:06:13","91.197.232.109","29353"," Connection closed by 91.197.232.109 port 57006 [preauth]"
"Mar 28 18:06:14","91.197.232.109","29355"," Invalid user git from 91.197.232.109"
"Mar 28 18:06:14","91.197.232.109","29355"," Connection closed by 91.197.232.109 port 42936 [preauth]"
"Mar 28 18:06:15","91.197.232.109","29357"," Invalid user gpadmin from 91.197.232.109"
"Mar 28 18:06:15","91.197.232.109","29357"," Connection closed by 91.197.232.109 port 47747 [preauth]"
"Mar 28 18:06:16","91.197.232.109","29359"," Invalid user guest from 91.197.232.109"
"Mar 28 18:06:16","91.197.232.109","29359"," Connection closed by 91.197.232.109 port 57306 [preauth]"
"Mar 28 18:06:16","91.197.232.109","29361"," Connection closed by 91.197.232.109 port 35957 [preauth]"
"Mar 28 18:06:17","91.197.232.109","29363"," Invalid user monitor from 91.197.232.109"
"Mar 28 18:06:18","91.197.232.109","29363"," Connection closed by 91.197.232.109 port 51340 [preauth]"
"Mar 28 18:06:18","91.197.232.109","29365"," Invalid user operator from 91.197.232.109"
"Mar 28 18:06:19","91.197.232.109","29365"," Connection closed by 91.197.232.109 port 35605 [preauth]"
